symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
J&KBANK,184.86,11,13.48066298342542,13.51,14.19,,,9.14,7.523000055125921,173.58,194.1,False,0,Strong buy,Finance
CUPID,209.78,11,23.218795888399413,23.25,25.0,,,7.73,11.110758557863678,193.11,220.27,False,0,Buy,Consumer Non-Durables
OBEROIRLTY,1858.4,11,9.704840613931529,9.73,10.41,,-0.99,6.87,54.66910432724298,1776.4,1951.32,False,0,Buy,Finance
PFOCUS,289.31,11,20.54583333333333,20.58,22.33,,,26.85,13.41132701539258,269.19,303.78,False,0,Buy,Consumer Services
AADHARHFC,514.15,11,5.6943159625860815,5.72,6.4,,,20.98,16.063437421843734,490.05,539.86,False,0,Buy,Finance
GODREJIND,1365.0,11,22.235157159487773,22.27,26.11,,,5.71,51.93593902399369,1287.1,1433.25,False,0,Strong buy,Process Industries
GLAND,2469.0,10,11.770031688546856,11.8,5.46,,,4.23,81.96119632120626,2346.06,2592.45,False,0,Buy,Health Technology
ZYDUSLIFE,1153.9,10,7.399478778853313,7.43,1.09,,-0.17,2.39,25.33451748773222,1115.9,1211.6,False,0,Buy,Health Technology
ANANDRATHI,2097.0,10,16.5,16.53,17.21,,,3.78,56.92137746308431,2011.62,2201.85,False,0,Buy,Finance
POONAWALLA,468.8,10,16.125836016844197,16.16,16.84,,,21.67,15.438970916644331,445.64,492.24,False,0,Buy,Finance
BHEL,425.1,10,4.730229120473035,4.76,4.19,,0.64,5.03,16.036787816515965,401.04,446.36,False,0,Buy,Producer Manufacturing
CPPLUS,3612.7,10,1.7661971830985863,1.8,1.23,,,7.01,146.7872253419401,3392.52,3793.34,False,0,Neutral,Consumer Durables
NYKAA,326.9,10,9.25802139037433,9.29,11.04,,0.24,1.61,7.696790964509412,315.35,343.24,False,0,Buy,Retail Trade
AIAENG,4699.5,10,3.948241539482416,3.98,3.41,,,10.22,148.8089536799706,4476.29,4934.48,False,0,Neutral,Producer Manufacturing
DEEPAKNTR,1701.5,10,2.014509263145267,2.04,5.88,,,14.78,53.78192822796484,1620.83,1786.58,False,0,Buy,Process Industries
ENDURANCE,2725.2,10,4.011297278729816,4.04,3.47,,,13.02,76.36695957346764,2610.65,2861.46,False,0,Buy,Producer Manufacturing
LUPIN,2462.0,9,6.894755123306712,6.92,0.58,,-1.79,2.74,49.53685489070261,2387.69,2585.1,False,0,Buy,Health Technology
AEGISVOPAK,277.94,9,13.90983606557377,13.94,13.37,,,12.07,15.58994278729099,254.56,291.84,False,0,Buy,Transportation
KIRLOSENG,2233.3,9,12.152864962587266,12.18,11.61,,,21.79,115.81221063562846,2059.58,2344.96,False,0,Neutral,Producer Manufacturing
LTF,305.95,9,8.339235127478757,8.37,9.05,,0.36,13.11,9.912329635250456,291.08,321.25,False,0,Neutral,Finance
